id,address,zip_code,latitude,longitude,city,state,categories,rating,name,price_level
AVwc-2xHkufWRAb51EFA,3125 Wilson Blvd,22201,38.887211,-77.095515,Arlington,VA,"Department stores,Pizza,Restaurant,Pizza Place,Restaurants",4.2,Goody's Pizza,1
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,45414,39.7972,-84.1938,Dayton,OH,"Pizza,Caterers,Pizza Place,Catering,Restaurants",4.5,Marion's Piazza,2
AVwderupIN2L1WUfwOgT,305 Market St,17101,40.2609,-76.8805,Harrisburg,PA,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",4.5,Mama's Pizza,1
AVwcfGjW_7pvs4fzvlJb,7700 Crittenden St,19119,40.072,-75.1929,Philadelphia,PA,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AVwdVhDIkufWRAb541J-,53 Merrick Ave,11566,40.6652,-73.5531,Merrick,NY,"Restaurant,Pizza Place,Restaurants",4.4,Roma Pizzeria,1
AVwePCEdByjofQCxwcPB,571 W Cherry St,43074,40.2494,-82.8712,Sunbury,OH,"Pizza,Restaurant,Pizza Place,Restaurants",4.1,PJ's Family Restaurant,1
AVweCpbLIN2L1WUf1eaC,1607 Montford Dr,28209,35.171,-80.8494,Charlotte,NC,"Restaurant,Pizza Place,Restaurants",3.9,Jet's Pizza,1
AVweiIY3IN2L1WUf51I2,1149 W Chester Pike,19382,39.9697,-75.5671,West Chester,PA,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AVzYzhj3LD2H7whiW-AF,1924 Eggert Rd,14226,42.9771,-78.8141,Buffalo,NY,"Pizza,Restaurant,Caterers,Pizza Place,Catering,Restaurants",4.2,Franco's Pizza,2
AVweI6uxkufWRAb5AVsJ,1814 State Hill Rd,19610,40.3385,-75.9742,Reading,PA,"Pizza Place,Restaurants",,,
AVwc4Y55IN2L1WUfp5-u,1427 E 10th St,28204,35.2221,-80.8216,Charlotte,NC,"Pizza Place,Restaurants",4.5,Intermezzo,2
AVzBGGiw3D1zeR_xBG8D,4005 Shelbyville Rd,40207,38.252732,-85.652416,Louisville,KY,"Restaurant,Pizza Place,Restaurants",,,
AVwc8SiGIN2L1WUfqkte,605 E William St,48104,42.277918,-83.741812,Ann Arbor,MI,Pizza Place,4.1,New York Pizza Depot,1
AVwc8kIhkufWRAb50s2Q,20 E Cross St,21230,39.276985,-76.613502,Baltimore,MD,"Bar,Bar and Pizza Place,Pizza Place",4.6,Pub Dog Pizza & Drafthouse,1
AVwdN1R3ByjofQCxmuhV,10122 Brooks School Rd,46037,39.935409,-85.948325,Fishers,IN,Pizza Place,,,
AVwcooT2IN2L1WUfnMIQ,513 N Tustin St,92867,33.795466999999995,-117.835202,Orange,CA,"Pizza,Restaurant,Pizza Place,Restaurants",4.1,Valentino's Pizza,1
AVwdAdbt_7pvs4fz1SDz,222 Capitol St,25301,38.350354,-81.634295,Charleston,WV,"Restaurant,Pizza Place Downtown Charleston,Pizza Place",4.6,"Pies & Pints - Charleston, WV",2
AVweRPSQIN2L1WUf3c8T,605 N Pottstown Pike,19341,40.050748,-75.636013,Exton,PA,Pizza Place,,,
AVwc8mXykufWRAb50tQR,27 Smith St,11201,40.690609,-73.98788,Brooklyn,NY,"Restaurant,Pizza Place,Restaurants",4.2,Sophie's Cuban Cuisine,2
AVwdRPJPIN2L1WUfuCKu,3033 Santiam Hwy SE,97322,44.631099,-123.067543,Albany,OR,Pizza Place,4.1,Abby's Legendary Pizza,2
AVwciA4BByjofQCxfRMF,4703 SW 16th Pl,33914,26.564562,-82.00746,Cape Coral,FL,"Restaurant,Pizza Place",4.6,Amore Italian Market and Bakery,2
AVwdQ_ZTIN2L1WUft_pi,140 N Parsons Ave,33510,27.938904,-82.285922,Brandon,FL,"Restaurant,Pizza Place",4.1,Brandon Pizzeria,1
AVwdPrMOByjofQCxnDjJ,1051 Murfreesboro Rd,37090,36.174562,-86.301968,Lebanon,TN,Pizza Place,,,
AVwd5RdCIN2L1WUf0JyS,1985 Marketview Dr,60560,41.666192,-88.44088,Yorkville,IL,"Italian Restaurant,Pizza Place",,,
AVwdKBFS_7pvs4fz21sS,9844 Katella Ave,92804,33.801996,-117.961178,Anaheim,CA,Pizza Place,,,
AVwdP450kufWRAb534w7,2221 Transcontinental Dr,70001,29.995508,-90.192205,Metairie,LA,Pizza Place,,,
AVwdUhLv_7pvs4fz4o3D,205 5th St,50265,41.571417,-93.708752,West Des Moines,IA,Pizza Place,4.2,Chuck Celsi's Tavern Restaurant,2
AVzA_hUsLD2H7whiWI6N,4933 Brownsboro Rd,40222,38.281974,-85.631963,Louisville,KY,"Restaurant,Pizza Place",4.3,Impellizzeri's Pizza,2
AVwc4hsLIN2L1WUfp7eU,2308 Niagara Falls Blvd,14150,43.017091,-78.82263,Tonawanda,NY,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AV0YziGt3D1zeR_xDz1J,6111 Mid Rivers Mall Dr,63304,38.7465,-90.6349,Saint Charles,MO,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",,,
AVzBDeBC-gnIPe8DSiqs,4028 Penn Ave,15224,40.4653,-79.9568,Pittsburgh,PA,"Pizza,Restaurant,Pizza Place,Restaurants",4.7,Fazio's Pizza,1
AV50oA11IxWefVJwpniR,1916 South Ave,13207,43.0189,-76.1611,Syracuse,NY,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AV1thBeYa4HuVbed8XdQ,1906 E Carson St,15203,40.4286,-79.9791,Pittsburgh,PA,"Restaurant,Pizza Place,Restaurants",4.7,Benny Fierro's,1
AVzTg-N73D1zeR_xBZFp,402 S Main St,28036,35.4963,-80.8525,Davidson,NC,"Restaurant,Pizza Place,Restaurants",,,
AVwcuda4IN2L1WUfoNJ9,421 Fayetteville St,27601,35.7644,-78.6436,Raleigh,NC,"Restaurant,Pizza Place,Restaurants",,,
AV5Brc-lIxWefVJwmRha,158 W FM 544,75094,33.011399,-96.616538,Plano,TX,"Restaurant,Pizza Place",,,
AVweh55kByjofQCxzE-l,20 E 13th Ave,43201,39.99800000000001,-83.0069,Columbus,OH,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AVzA37wVLD2H7whiWGr4,313 Main St,11735,40.7323,-73.4457,Farmingdale,NY,"Pizza,Italian Restaurant,Restaurant,Pizza Place,Restaurants",,,
AVwcfDddkufWRAb5vpfj,524 Stone Rd,14616,43.223571,-77.641189,Rochester,NY,"Pizza,Italian restaurants,Pizza Place,Restaurants",4,Perri's Pizzeria,1
AVwda7sL_7pvs4fz5tm_,4246 Main St,60515,41.809399,-88.011489,Downers Grove,IL,Pizza Place,,,
AVwdopBdIN2L1WUfxwyC,1764 Merrick Ave,11566,40.6751,-73.5574,Merrick,NY,"Restaurant,Pizza Place,Restaurants",4.2,Via Roma Pizza,2
AVwchwUe_7pvs4fzwEkN,33 Caroline St,12866,43.082,-73.7833,Saratoga Springs,NY,"Pizza,American restaurants,Karaoke,Pizza Place,Restaurants",3.5,D'Andrea's Pizza,1
AVwdxzgBIN2L1WUfzIKE,224 N Sandusky Ave,44820,40.8102,-82.9755,Bucyrus,OH,"Restaurant,Pizza Place,Restaurants",4.6,Baker's Pizza Sports Shack,2
AVwctXykIN2L1WUfoBOD,1112 Yadkinville Rd,27028,35.9121,-80.581,Mocksville,NC,"Pizza,Pizza Place",3.1,Papa John's Pizza,1
AVwdDfflkufWRAb510_7,600 Delaware St,14150,43.0031,-78.8751,Tonawanda,NY,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",4.1,Franco's Pizza,2
AVwctvUdkufWRAb5yPKx,1425 W Battlefield St,65807,37.1605,-93.3116,Springfield,MO,"Restaurant,Pizza Place,Restaurants",,,
AVwdO01CkufWRAb53sqC,2300 Paseo Verde Pkwy,89052,36.019961,-115.089392,Henderson,NV,"Restaurant,Pizza Place",4.4,Bottiglia Enoteca,2
AVwdd6bTIN2L1WUfwHTX,3306 W Touhy Ave,60076,42.012876,-87.71204,Skokie,IL,"Restaurant,Pizza Place",,,
AVweGzrrkufWRAb5ADSu,2002 N Interstate 35E,75006,32.969013000000004,-96.918969,Carrollton,TX,"Restaurant,Pizza Place",4.6,Brother's Pizza & Pasta,2
AVwdnUavIN2L1WUfxjvV,2898 Westington Rd,14845,42.176444,-76.836292,Horseheads,NY,Pizza Place,,,
AVwcoiWWIN2L1WUfnLKC,105 W Carson St,90745,33.832072,-118.278728,Carson,CA,Pizza Place,3.7,Papa John's Pizza,1
AVwcmx0Y_7pvs4fzw-Tv,790 E 14th Ave,97401,44.044263,-123.080845,Eugene,OR,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",4.1,Pegasus Pizza,2
AVwcpk3nkufWRAb5xhdF,517 Warren St,12534,42.24917,-73.786089,Hudson,NY,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",4.6,Baba Louie's,2
AVzBBWvyFcQ3k02bBcE1,731 Lincoln Rd,33139,25.790641,-80.136136,Miami Beach,FL,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",4.4,Spris,2
AVwcsqn_kufWRAb5yDli,811 Lexington Ave,10065,40.764347,-73.96656999999998,New York,NY,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",,,
AVwdFyLmkufWRAb52Mu3,808 Divisadero St,94117,37.77712800000001,-122.438272,San Francisco,CA,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",,,
AVwdalfokufWRAb55qYh,800 Nicollet Mall,55402,44.975731,-93.273408,Minneapolis,MN,"Pizza,Pizza Place Downtown West,Pizza Place,Bakeries,Restaurants",3.8,Greenfield Natural Kitchen - Nicollet Mall,1
AVzA5GDv-gnIPe8DSeK-,165 Bleecker St,10012,40.728772,-74.000196,New York,NY,"Restaurant,Pizza Place",4.2,Fiore's Pizza,1
AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,29414,32.813331,-80.041824,Charleston,SC,Pizza Place,4.1,Jersey Mike's Subs,1
AVwdj0VI_7pvs4fz7FfY,2561 53rd Ave,52722,41.574694,-90.496681,Bettendorf,IA,"Pizza,Restaurant,Gastropub,Pizza Place,Restaurants",,,
AVzoOyREFcQ3k02bC6zM,3005 National Parks Hwy,88220,32.3888,-104.2206,Carlsbad,NM,"Restaurant,Pizza Place,Restaurants",3.5,Pizza Inn,1
AVwdPb_QIN2L1WUftt0u,584 Marschall Rd,55379,44.794687,-93.508539,Shakopee,MN,"Pizza,Pizza Place",4.3,Pizza N Pasta,2
AVwdQho1IN2L1WUft6Jx,17805 Cottonwood Dr,80134,39.558578,-104.782375,Parker,CO,"wholesale,Pizza Place",3.9,Tonti's Pizzeria,2
AV0wESC_FcQ3k02bFGVO,621 Highway 71 N,72921,35.4931,-94.2266,Alma,AR,"Restaurant,Pizza Place,Restaurants",,,
AVwdozq7ByjofQCxrFbX,6900 Silver Star Rd,32818,28.572609000000003,-81.517117,Orlando,FL,"Pizza,Restaurant,Chain Restaurant,Pizza Place",,,
AVwciqTJIN2L1WUfmGUV,5132 6th Ave,98406,47.255501,-122.50646299999998,Tacoma,WA,"Restaurant,Pizza Place",,,
AVwd1f2FkufWRAb59rNH,10050 Edison Square Dr NW,28027,35.43066,-80.676979,Concord,NC,Pizza Place,4.2,The Sweet Spot,1
AVwdDQ7V_7pvs4fz1vkD,103 S Dixie Way,46637,41.71566,-86.250651,South Bend,IN,Pizza Place,,,
AWEKTacq3-Khe5l_ebIU,2403 SW 27th Ave,34471,29.160913,-82.099878,Ocala,FL,"Restaurant,Pizza Place",,,
AVwdq_TbkufWRAb58MTZ,114 10th Ave,10011,40.743986,-74.006662,New York,NY,"Restaurant,Pizza Place Chelsea,Pizza Place",4.2,Artichoke Basille's Pizza,2
AVwdjxUSkufWRAb57E_-,1970 River Rd,97404,44.093664,-123.129497,Eugene,OR,"Pizza Place,Pizza Place River Road",4,Abby's Legendary Pizza,2
AVweQZoHIN2L1WUf3WDI,1401 S Drake Rd,49006,42.277333,-85.647949,Kalamazoo,MI,Pizza Place,,,
AVwcmNP-ByjofQCxgDzq,13508 University Plaza St,33613,28.069619,-82.429735,Tampa,FL,"Pizza Place Village of Tampa,Restaurant,Pizza Place",,,
AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,19090,40.15274,-75.13731899999998,Willow Grove,PA,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",,,
AVwdA86bkufWRAb51aSL,4741 SE Hawthorne Blvd,97215,45.512119,-122.613137,Portland,OR,"Pizza,Restaurant,Pizza Restaurants,Pizza Place,Restaurants,Italian Restaurants",4.7,Apizza Scholls,2
AVweQrUdkufWRAb5BYm6,2031 S Mooney Blvd,93277,36.310677,-119.316184,Visalia,CA,"Restaurant,Pizza Place",,,
AVz5v4qj3D1zeR_xDF23,665 Highway 17 S,29575,33.608058,-78.985334,Myrtle Beach,SC,"Restaurant,Pizza Place",,,
AVwc_DMFkufWRAb51GLe,850 Madison Ave,12208,42.660664,-73.782323,Albany,NY,Pizza Place,,,
AVwej5h0kufWRAb5EGD-,3550 Stine Rd,93309,35.317431,-119.051791,Bakersfield,CA,"Restaurant,Pizza Place",,,
AVwc0GUPIN2L1WUfpLrS,10501 NE Highway 99,98686,45.698009000000006,-122.653399,Vancouver,WA,"Restaurant,Pizza Place",,,
AVwciA5D_7pvs4fzwHkK,3605 Sandy Plains Rd,30066,34.03777,-84.46465,Marietta,GA,Pizza Place,4.4,Rosa's Pizza,2
AVwcx47C_7pvs4fzy4Vt,1678 Beavercreek Rd,97045,45.332813,-122.584342,Oregon City,OR,"Restaurant,Pizza Place",,,
AVwecuNJ_7pvs4fzDFKa,2800 Coors Blvd NW,87120,35.113712,-106.701264,Albuquerque,NM,"Restaurant,Pizza Place",4.3,Papa Murphy's Take 'N' Bake Pizza,1
AVzxr_XS3D1zeR_xC1b8,2828 Prairie Lakes Dr,53590,43.167134,-89.270809,Sun Prairie,WI,"Restaurant,Pizza Place",4.1,Rocky Rococo Pan Style Pizza,1
AVwdjox-_7pvs4fz7DkV,2000 Main St,90405,34.006721,-118.488546,Santa Monica,CA,"Restaurant,Pizza Place",4.4,Stella Barra Pizzeria,2
AWEKUwHva4HuVbedMDOG,12522 W Sunrise Blvd,33323,26.145508,-80.31699,Fort Lauderdale,FL,"Restaurant,Pizza Place",,,
AVwd2JnukufWRAb59wtg,4 Railroad Ave,13820,42.453921,-75.050115,Oneonta,NY,"American Restaurant,Pizza Place",,,
AVwdO_x0kufWRAb53uUi,1225 Route 9G,12538,41.796857,-73.913841,Hyde Park,NY,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",,,
AVwcvKxp_7pvs4fzyaXK,400 E State Highway 260,85541,34.24186,-111.31902,Payson,AZ,"Pizza Place,Restaurants",,,
AVwckMTI_7pvs4fzwg9T,5500 Academy Rd NE,87109,35.146899,-106.582233,Albuquerque,NM,"Restaurant,Pizza Place",,,
AWEKUMJhIxWefVJww04Z,130 Country Ln,71360,31.279766,-92.45963,Pineville,LA,"Restaurant,Pizza Place",0,Little Caesars Pizza,1
AVwdkQ45kufWRAb57J44,1605 2nd St,77586,29.562717,-95.024397,Seabrook,TX,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AV0Hj-KfLD2H7whiYXgb,901 Loveland Madeira Rd,45140,39.261191,-84.270915,Loveland,OH,"Restaurant,Pizza Place",4.3,LaRosa's Pizza Loveland,2
AVwdH9fNByjofQCxlv0m,22149 Governors Hwy,60471,41.485918,-87.71248,Richton Park,IL,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",4.1,Beggars Pizza,2
AVwcim01kufWRAb5wTUx,218 Ashford Ave,10522,41.014003,-73.85878199999998,Dobbs Ferry,NY,"Restaurant,Pizza Place",,,
AVwcpauAkufWRAb5xfzw,1016 S Main St,76086,32.747276,-97.797806,Weatherford,TX,"Restaurant,Pizza Place",4.5,Nizza Pizza Pasta & Subs,1
AVwc1TPlByjofQCxir-6,4961 Sheridan St,33021,26.034552,-80.194684,Hollywood,FL,Pizza Place,,,
AVwci8oXByjofQCxfcwV,2803 James Redman Pkway,33566,27.985165,-82.122334,Plant City,FL,Pizza Place,,,
AVwcqoA0ByjofQCxg1po,1800 Euclid Ave,44115,41.50112,-81.67869300000002,Cleveland,OH,"Pizza,Restaurant,Pizza Place,Restaurants",3.9,Subway,1
AVwcr9AjIN2L1WUfnxwj,1853 Richmond Ave,77098,29.734111,-95.406775,Houston,TX,"Pizza,Restaurant,Pizza Place,Restaurants",3.7,Texas Pizza,1
AVwcxOp2kufWRAb5y08U,424 Atlantic Ave,23451,36.833662,-75.971056,Virginia Beach,VA,Pizza Place,,,
AVwdEyR6kufWRAb52C9H,5859 Ridge Rd,44129,41.4033,-81.7344,Cleveland,OH,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",,,
AVwdD2SF_7pvs4fz117M,345 S 8th St,83702,43.6138,-116.2055,Boise,ID,"Pizza,Pizza Restaurants,Pizza Place,Restaurants",4.6,Meraki Greek Street Food,2
AVwcrh06ByjofQCxhACw,11200 Highway 62,97524,42.473133,-122.81132,Eagle Point,OR,"Pizza,Restaurant,Pizza Place,Pizza Restaurant,Restaurants",,,
AVwedDIFIN2L1WUf5EQr,1817 Ygnacio Valley Rd,94598,37.9178,-122.039,Walnut Creek,CA,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",4.3,Mountain Mike's Pizza,2
AVwdEi7CIN2L1WUfr6of,551 Haight St,94117,37.772,-122.4313,San Francisco,CA,"Pizza,Restaurant,Pizza Place Lower Haight,Pizza Place,Restaurants",3.8,Mythic Pizza,1
AVwc3EBOIN2L1WUfpsAI,1206 Orange Ave,92118,32.6836,-117.1789,Coronado,CA,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",4.3,Village Pizzeria,2
AVwcpi-ZkufWRAb5xhN7,321 Douglas Ave,49424,42.7986,-86.1229,Holland,MI,"Pizza,Restaurant,Caterers,shop,Pizza Place,Restaurants",4.6,Sluggo's Pizzeria,1
AVwdX5nbIN2L1WUfvJMl,3000 Packard St,48108,42.2451,-83.7001,Ann Arbor,MI,"Pizza Place,Catering,Restaurants",3.8,Little Caesars Pizza,1
AVwdpdL-_7pvs4fz79El,21678 Stevens Creek Blvd,95014,37.3228,-122.0536,Cupertino,CA,"Pizza Place,Restaurants",4.5,The City Fish,1
AVwdLGOakufWRAb53DYk,235 N Leroy St,48430,42.7983,-83.7052,Fenton,MI,"Restaurant,Pizza Place,Restaurants",3.8,Jet's Pizza,1
AVwdlYNFkufWRAb57UZm,131 W Main St,40202,38.2566,-85.75299999999999,Louisville,KY,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",4.1,Bearno's Pizza,2
AVwdX_4y_7pvs4fz5OjG,342 Maple St,30117,33.577,-85.0801,Carrollton,GA,"Pizza Place,Restaurants",4.2,Jefferson's Carrollton,2
AVzBEkv4LD2H7whiWL1y,2622 El Camino Real Ste B,92008,33.1759,-117.3258,Carlsbad,CA,"Restaurant,Pizza Place,Restaurants",,,
AVwc2CMB_7pvs4fzzjb7,103 W Kirby Ave,61820,40.0978,-88.2457,Champaign,IL,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AVyir6qeYuCoGd6wM3A0,5801 College Ave,94618,37.8463,-122.2522,Oakland,CA,"Pizza,Restaurant,Pizza Restaurants,Italian,Pizza Place,Restaurants",4.7,Zachary's Chicago Pizza,2
AVwcuX1uIN2L1WUfoMC2,1101 Blanding Blvd,32065,30.1311,-81.7836,Orange Park,FL,"Restaurant,Pizza Place,Restaurants",,,
AVwdSdbKByjofQCxnhyr,12430 Seal Beach Blvd,90740,33.7815,-118.0716,Seal Beach,CA,"Pizza,Restaurant,Chain Restaurant,Pizza Place,Restaurants",,,
AVwdLAYbIN2L1WUfs886,6600 Topanga Canyon Blvd,91303,34.1905,-118.6049,Canoga Park,CA,"Restaurant,Pizza Place Warner Center,Pizza Place,Restaurants",4.3,Islands Restaurant Westfield Topanga,2
AVwchSW2_7pvs4fzv-hI,1223 W Yosemite Ave,95337,37.7982,-121.2367,Manteca,CA,"Restaurant,Pizza Place,Restaurants",3.8,Jack's Pizza Cafe,2
AVwczs7eByjofQCxiZ9B,480 Eureka Rd,48192,42.1999,-83.1559,Wyandotte,MI,"Pizza Place,Restaurants",4.3,Mancino's Pizza & Grinders,1
AVwcnClr_7pvs4fzxBaU,17125 Conant St,48212,42.419,-83.064,Hamtramck,MI,"Restaurant,Pizza Place,Restaurants",,,
AVwdIL3JIN2L1WUfsfTq,3321 Stadium Dr,49008,42.2716,-85.6317,Kalamazoo,MI,"Pizza,Restaurant,Pizza Place,Catering,Restaurants",4.1,Jet's Pizza,1
AVwcsSdRkufWRAb5x_sx,4973 Diane Ave,92117,32.8357,-117.1869,San Diego,CA,"Pizza,Restaurant,Pizza Place,Restaurants",4.3,Tony's Giant Pizzeria & Grill,1
AVwcqxhfIN2L1WUfnkDX,2892 E Dupont Rd,46825,41.1788,-85.1066,Fort Wayne,IN,"Pizza Place,Restaurants",,,
AV0ZSc1GLD2H7whiZK5A,405 W Canfield Ave,83815,47.7335,-116.7935,Coeur d'Alene,ID,"Pizza,Restaurant,American Restaurant,Pizza Place,Restaurants",4.3,"MacKenzie River Pizza, Grill & Pub",2
AVwdGqNJIN2L1WUfsP0_,9 N Elmwood Dr,60506,41.7627,-88.3398,Aurora,IL,"Pizza Place,Restaurants",4.5,Gourmet Pizza Corporation,2
AVwdDBdO_7pvs4fz1s1N,1039 Sunnyvale Saratoga Rd,94087,37.3587,-122.0325,Sunnyvale,CA,"Pizza Place,Catering,Restaurants",3.6,Little Caesars Pizza,1
AVwcw735IN2L1WUfoo1p,6801 Hollywood Blvd,90028,34.102,-118.3404,Los Angeles,CA,"Pizza,Restaurant,Chain Restaurant,Pizza Place,Restaurants",4.2,French Crepe Co,2
AVwcgGDnkufWRAb5v1iF,120 Dwyer St,93637,36.951971,-120.080625,Madera,CA,"Restaurant,Pizza Place",,,
AVwcmtFuByjofQCxgJak,807 Highland Ave,15601,40.29285,-79.54140600000002,Greensburg,PA,Pizza Place,4.6,Little E's Pizzeria,2
AVwdggM0kufWRAb56lMJ,341 S Limestone,40508,38.042803,-84.502579,Lexington,KY,"Pizza,Pizza Place Historic South Hill,Pizza Place,Restaurants",,,
AVwcsXVrkufWRAb5yAcn,6541 Hollywood Blvd,90028,34.1018,-118.3324,Los Angeles,CA,"Pizza,Restaurant,Pizza Place,Restaurants",4.1,Secret,2
AVwc_DPlkufWRAb51GL2,746 E Aurora Rd,44056,41.313874,-81.51174300000002,Macedonia,OH,Pizza Place,4.3,Penn Station East Coast Subs,2
AVwcvsasByjofQCxhtzV,44 S Broadway,80209,39.715726,-104.987188,Denver,CO,"Pizza,American Restaurants,Restaurant,Pizza Restaurants,Caterers,Pizza Place,Restaurants",4.4,Pie Hole,1
AVwcjxv-kufWRAb5wgnz,8125 Lefferts Blvd,11415,40.70887000000001,-73.830499,Kew Gardens,NY,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",,,
AVwc1nl-kufWRAb5zjFp,2305 Boonville Rd,77808,30.6735,-96.3353,Bryan,TX,"Restaurant,Pizza Place,Restaurants",4.1,Subway,1
AVwc1D3-kufWRAb5zdi7,3910 Vista Way,92056,33.18448,-117.29368999999998,Oceanside,CA,"Pizza,Restaurant,Pizza Place,Restaurants",4.3,Chinatown Express,1
AVwdH7fvIN2L1WUfscyO,601 S Chester Rd,19081,39.891769,-75.3527,Swarthmore,PA,Pizza Place,4.1,Swarthmore Pizza,2
AV8Px0JMa4HuVbedFxPg,38 E 23rd St,10010,40.74069,-73.987264,New York,NY,"Pizza,Restaurant,Italian,Pizza Place",4.6,西安名吃 Xi'an Famous Foods,1
AVwcsHTTIN2L1WUfnzi2,219 Fieldstown Rd,35071,33.651412,-86.812673,Gardendale,AL,Pizza Place,,,
AVwdIokdByjofQCxl2Qy,3700 Meachem Rd,53405,42.68899999999999,-87.8359,Racine,WI,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",,,
AVwdNfWN_7pvs4fz3cK3,231 E North Ave,53212,43.0602,-87.9086,Milwaukee,WI,"Pizza Place,Restaurants",3.2,NYPD,2
AVweTmKmkufWRAb5Bx08,56 Niagara St,14202,42.885172,-78.876925,Buffalo,NY,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",3.9,Dough Bois,2
AVwddQjC_7pvs4fz6GKd,133 S Main St,66067,38.615476,-95.268569,Ottawa,KS,Pizza Place,,,
AVzRTr_5LD2H7whiWdKA,14127 River Rd,95690,38.2389,-121.5289,Walnut Grove,CA,"Restaurant,Pizza Place,Restaurants",4.3,Pizza Factory,2
AVwcgUvRkufWRAb5v4E-,1845 W Broad St,23220,37.5565,-77.4604,Richmond,VA,"Pizza,Restaurant,Pizza Restaurants,American restaurants,Pizza Place,Restaurants",3.9,Assante's Pizza,1
AVweG3QiByjofQCxvVWK,3475 E Layton Ave,53110,42.9588,-87.8628,Cudahy,WI,"Restaurant,Pizza Place,Restaurants",4.5,Papa Luigi's Pizza,2
AVzA0ufBLD2H7whiWEd4,508 Castro Street,94114,37.760646,-122.435151,San Francisco,CA,Pizza Place,,,
AVweIXe-ByjofQCxviU3,815 5th Ave N,98109,47.626822,-122.347738,Seattle,WA,"Pizza Place Lower Queen Anne,Pizza Place",4.4,Big Mario's Pizza,1
AVzBCnBuLD2H7whiWK82,2 Independent Drive,32202,30.3246,-81.6613,Jacksonville,FL,Pizza Place,,,
AVzA1UXKFcQ3k02bBXPQ,27 Avenue B,10009,40.7222599,-73.9829462,New York,NY,"Pizza Place,Restaurant,Pizza",,,
AV0aKvE0LD2H7whiZV8L,990 S Odell Ave,65340,39.1114,-93.1948,Marshall,MO,"Restaurant,Pizza Place,Restaurants",4.3,Mazzio's Italian Eatery,2
AVyisN7VgXLl9CNj_AQu,1201 E Broadway,65201,38.9518,-92.3241,Columbia,MO,"Restaurant,Pizza Place,Restaurants",4.4,Gumby's Pizza,1
AVwcr7NOIN2L1WUfnxZG,520 W Main Ave,99201,47.6592,-117.4205,Spokane,WA,"Restaurant,Pizza Place,Pizza Place Riverside,Restaurants",,,
AVwcmzDUkufWRAb5xDBI,1005 S Georgia St,79102,35.2043,-101.8659,Amarillo,TX,"Pizza,Carry-out food,Pizza Place,Restaurants",,,
AVwcqiu8IN2L1WUfnhmu,4007 John Ben Shepperd Pkwy,79762,31.8897,-102.3328,Odessa,TX,"Pizza Place,Restaurant",4.6,Teak & Charlie's Jersey Girl Pizza,2
AVwcrdJzkufWRAb5x2bQ,1320 Mockingbird Ln,75482,33.1147,-95.5925,Sulphur Springs,TX,"Restaurant,Pizza Place,Restaurants",4.4,Pizza Inn,1
AVyir8ZVYuCoGd6wM3B2,108 Franklin St NE,98501,47.0451,-122.8991,Olympia,WA,"Restaurant,Pizza Place,Restaurants",4.5,Old School Pizzeria,1
AV1c1O9Ia4HuVbed5dbu,128 W Lancaster Ave,19087,40.0438,-75.3903,Wayne,PA,"Pizza,Restaurant,Food Delivery,Pizza Place,Restaurants",3.3,Domino's Pizza,1
AVwed5YIIN2L1WUf5Mc3,11025 Jones Bridge Rd,30022,34.0497,-84.2204,Alpharetta,GA,"Pizza Place,Restaurants",,,
AVwedgI9ByjofQCxyal_,2283 W Market St,44313,41.117902,-81.58839,Akron,OH,"Pizza,Restaurant,Pizza Place Northwest Akron,Pizza Place,Sandwiches,Restaurants",4.3,Romeo's Pizza,2
AVwcyvSYByjofQCxiPVG,6014 Radio Rd,34104,26.1539,-81.74,Naples,FL,"Pizza Place Berkshire Lakes,Pizza Place,Restaurants",4.5,Pizza Steve's,2
