id,address,zip_code,latitude,longitude,city,state,categories,rating,name,price_level
AVwdRGa9_7pvs4fz4E3K,3703 Paxton Ave,45209,39.144883,-84.43268499999998,Cincinnati,OH,"Restaurant,Pizza Place,Restaurants",3.7,Mio's Pizzeria,2
AVwchRVZkufWRAb5wDIV,4061 28th St SE,49512,42.912878000000006,-85.566939,Grand Rapids,MI,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",4.4,Buddy's Pizza,2
AVwc7s1wIN2L1WUfqehD,146 N Glendora Ave,91741,34.137502000000005,-117.865331,Glendora,CA,"Pizza,Restaurant,Pizza Place",,,
AVwc2xOokufWRAb5zu4_,965 N Resler Dr,79912,31.862409000000003,-106.558431,El Paso,TX,"Restaurant,Pizza Place,Restaurants",3.4,Little Caesars Pizza,1
AVwdixeC_7pvs4fz67Pw,1584 N Woodland Blvd,32720,29.046703000000004,-81.30381700000002,DeLand,FL,"Restaurant,Pizza Place,Restaurants",,,
AVwdK3hX_7pvs4fz2-s0,1477 York Ave,10075,40.770825,-73.95102,New York,NY,"Restaurant,Pizza Place Upper East Side,Pizza Place",4.4,Salvo's Pizzabar,1
AVwcjjQ4kufWRAb5weHv,9600 San Jose Blvd,32257,30.204576,-81.785252,Jacksonville,FL,"Restaurant,Pizza Place",,,
AVwd3vBcIN2L1WUfz8Kd,786 Main St,12603,41.696049,-73.901679,Poughkeepsie,NY,"Restaurant,Pizza Place,Restaurants",3.6,Tony's Pizza Pit,1
AVweM6RuIN2L1WUf24PG,150 N Pantano Rd,85710,32.223015000000004,-110.822913,Tucson,AZ,Pizza Place,,,
AV1h2sbCa4HuVbed7cM1,1612 Franklin St,46360,41.707275,-86.896541,Michigan City,IN,"Restaurant,Pizza Place,Restaurants",4.3,Albano's Villa,2
AVwcu-Fk_7pvs4fzyYOQ,121 E Seneca St,13461,43.07669600000001,-75.597597,Sherrill,NY,"Pizza,Pizza Place,Restaurants",,,
AVwd95bD_7pvs4fz-2aw,3348 Genesee St,14225,42.925755,-78.761238,Buffalo,NY,Pizza Place,,,
AVweUktQByjofQCxxMCG,1608 W Friendly Ave,27403,36.075201,-79.814066,Greensboro,NC,"Restaurant,Pizza Place Brice Street Area,Pizza Place",,,
AVwd4yfD_7pvs4fz-JKy,2300 Muscatine Ave,52240,41.64987100000001,-91.501576,Iowa City,IA,"Restaurant,Pizza Place",4.5,Papa Murphy's Take 'N' Bake Pizza,1
AVwckJ-gkufWRAb5wlE8,9705 Mintworth Ave,28227,35.172024,-80.70837900000002,Charlotte,NC,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",4.4,Angela's Pizza & Restaurant,2
AVwejfkbIN2L1WUf6CVf,1330 Park St,94501,37.763389,-122.243626,Alameda,CA,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",,,
AVwdmw5ckufWRAb57ikr,321 W San Francisco St,87501,35.688306,-105.942629,Santa Fe,NM,"Pizza,Pizza Place,Restaurants",4.5,Il Vicino Wood Oven Pizza - Santa Fe,2
AVwdJ0iWIN2L1WUfswH0,329 Massachusetts Ave,46204,39.77139687,-86.15371764,Indianapolis,IN,"Pizza,Pizza Place,Restaurants",4.5,Bazbeaux,2
AVzA86ss-gnIPe8DSebH,4698 S Whitnall Ave,53235,42.960947,-87.879166,Saint Francis,WI,"Restaurant,Pizza Place",,,
AVwdXfmMIN2L1WUfvEuH,829 N Douglas St,90245,33.927667,-118.383589,El Segundo,CA,"Restaurant,Pizza Place",3.6,Zpizza,1
AVwdygg6kufWRAb59RSK,1185 Spring Centre South Blvd,32714,28.687632,-81.392252,Altamonte Springs,FL,Pizza Place,,,
AVwdkogvIN2L1WUfxIul,1124 W Elizabeth St,80521,40.575048,-105.097184,Fort Collins,CO,"Restaurant,Pizza Place,Restaurants",4.4,Krazy Karl's Pizza and Sport Bar,1
AVwcptwJIN2L1WUfnYma,5211 5th Ave,11220,40.6437,-74.01174,Brooklyn,NY,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",,,
AVwd-Tr2_7pvs4fz-6Sd,30130 23 Mile Rd,48047,42.674001,-82.805755,New Baltimore,MI,"Restaurant,Pizza Place,Restaurants",3.7,Hungry Howie's Pizza,1
AVzBBC1w3D1zeR_xBEbJ,1710 Centennial Blvd,97477,44.056504,-122.999237,Springfield,OR,"Restaurant,Pizza Place",4.5,Coburg Pizza Company Centennial,2
AVwdk4j6_7pvs4fz7Pko,30120 Town Center Dr,92677,33.525716,-117.713851,Laguna Niguel,CA,"Pizza,Restaurant,Pizza Place,Restaurants",4.4,Ball Park Pizza,2
AVwdvgQ2IN2L1WUfyyF2,1204 Airline Blvd,23707,36.828796,-76.345529,Portsmouth,VA,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",,,
AVzYZUGOFcQ3k02bCFDI,4 N Weinbach Ave,47711,37.977367,-87.529583,Evansville,IN,"Restaurant,Pizza Place",4.6,Turoni's Pizzery & Brewery - Forget Me Not,2
AVwc8BPEByjofQCxj0o5,34747 Warren Rd,48185,42.338678,-83.384055,Westland,MI,"Pizza,Restaurant,Pizza Place,Restaurants",4.5,Slice of the 80s,2
AVwcsfet_7pvs4fzx9tu,8123 Ridge Rd,34668,28.280991,-82.680089,Port Richey,FL,Pizza Place,3.8,Alpha Pizzeria,1
AVwctrN8ByjofQCxhXcc,318 E Washington St,62220,38.51237,-89.979237,Belleville,IL,Pizza Place,4.6,Papa Vito's Pizza Downtown,2
AVwdzWxrByjofQCxsooF,2217 Elliston Pl,37203,36.151254,-86.804068,Nashville,TN,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",4.4,Obie's Pizza,1
AVwdfZmA_7pvs4fz6Z3K,3001 Delta Fair Blvd,94509,37.99891,-121.838561,Antioch,CA,"Restaurant,Pizza Place",3.1,Straw Hat Pizza,1
AVwdNEjpIN2L1WUftT5s,1225 S 10th St,46060,40.035328,-86.01213,Noblesville,IN,"Pizza,Restaurant,Pizza Place,Restaurants",4.1,Pizza King,2
AVwdMqWBByjofQCxmiZ3,12277 Capital Blvd,27587,35.981014,-78.540873,Wake Forest,NC,"Pizza,American restaurants,Pizza Place,Restaurants",,,
AVwdq2Ng_7pvs4fz8LXz,1956 Bacon St,92107,32.748009,-117.250295,San Diego,CA,"Brewery,Pizza Place",4.6,Pizza Port Ocean Beach,2
AVwddxTNByjofQCxpZIm,10402 Atlantic Ave,11416,40.690068,-73.840815,Ozone Park,NY,"Pizza,Restaurant,Pizza Place,Pizza Restaurant",,,
AVweCQWm_7pvs4fz_dr8,1107 Rutland Rd,11212,40.664732,-73.92320699999998,Brooklyn,NY,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",4.2,Tony's Pizza,2
AVwcgFbxByjofQCxe7cj,126 California Blvd,33897,28.292761,-81.665247,Davenport,FL,"Pizza,Delicatessens,American restaurants,Pizza Place,Restaurants",,,
AVwdLDWXIN2L1WUfs9bR,5025 Eastex Fwy,77706,30.121609000000007,-94.150623,Beaumont,TX,"Pizza,Restaurant,Italian Restaurant,Pizza Place",,,
AVwdD5lOByjofQCxlGa0,4704 Riverdale Rd,20737,38.962046,-76.93484000000002,Riverdale,MD,Pizza Place,4.5,Dumm's Pizza & Subs,1
AVwd9JpfByjofQCxt_KP,2200 Winter Springs Blvd,32765,28.672778000000005,-81.22444399999998,Oviedo,FL,"Restaurant,Pizza Place",,,
AVwc1L40kufWRAb5zezY,5604 Greene St,19144,40.033556,-75.175527,Philadelphia,PA,"Restaurant,Pizza Place",3.3,Giovanni's Pizzeria,2
AVwejj0U_7pvs4fzEHWK,101 N Harbor Blvd,92832,33.870622999999995,-117.924458,Fullerton,CA,"Pizza,Restaurant,Italian,Pizza Place",4.7,Fuoco Pizzeria Napoletana,2
AVwdAFUHByjofQCxkenI,285 S Broadway,11801,40.76265,-73.516777,Hicksville,NY,"Restaurant,Pizza Place",,,
AVwc7kSnkufWRAb50ivk,4312 MacArthur Blvd,94619,37.78713,-122.194414,Oakland,CA,"Pizza,Restaurant,Indian,Pizza Place,Restaurants",4.1,Razzo's Pizza,1
AVzA3XZR-gnIPe8DSd1g,616 Amsterdam Ave,10024,40.79013,-73.973197,New York,NY,"Restaurant,Pizza Place",,,
AVweghCJkufWRAb5DlT0,109 E 8th St,90014,34.042482,-118.252786,Los Angeles,CA,"Restaurant,Pizza Restaurants,Pizza Place,Restaurants",,,
AVwd5i6yByjofQCxtena,3938 S Zarzamora St,78225,29.385755,-98.532876,San Antonio,TX,"Pizza,Restaurant,Pizza Place Palm Heights,Pizza Place,Restaurants",4.5,Alamo Pizza & Wings,2
AVwdSNOFkufWRAb54SAY,1579 W McDowell Rd,85392,33.463851,-112.338715,Avondale,AZ,Pizza Place,,,
AVwcm9ZqkufWRAb5xE9H,2422 S 34th St,66106,39.057669,-94.668251,Kansas City,KS,"Restaurant,Pizza Place Argentine,Pizza Place,Restaurants",5,Old Shawnee Pizza,2
AVwd2GKq_7pvs4fz9xhs,411 Trenton Ave,13502,43.116936,-75.21066400000002,Utica,NY,"Restaurant,Pizza Place",,,
AVweeHeH_7pvs4fzDSWW,817 Gap Newport Pike,19311,39.835408,-75.797744,Avondale,PA,Pizza Place,,,
AVwcrTax_7pvs4fzxwrx,1441 Palatine Rd,60192,42.109723,-88.114846,Hoffman Estates,IL,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",4.2,Sir Nick's Pizza,1
AVweTVu0kufWRAb5BvuI,104 Wilson St,19464,40.260837,-75.643603,Pottstown,PA,"Restaurant,Pizza Place",4.2,Tornetta's Pizzeria,2
AVwdl1dlByjofQCxqn31,2100 Saviers Rd,93033,34.179341,-119.176972,Oxnard,CA,Pizza Place,4.6,Toppers Pizza,2
AVwc8WClByjofQCxj4HA,1690 El Camino Real,94066,37.613777,-122.404603,San Bruno,CA,"Pizza Place,Catering,Restaurants",4.5,Toto's Pizzeria & Restaurant,2
AVwdhOlBkufWRAb56sMB,401 Broadhollow Rd,11747,40.795179,-73.41069300000002,Melville,NY,"Restaurant,Pizza Place",,,
AVwco0fVByjofQCxghm_,1265 S State St,92543,33.72854,-116.973359,Hemet,CA,Pizza Place,,,
AVweeTS__7pvs4fzDT-p,7732 E Central Ave,67206,37.69484,-97.245802,Wichita,KS,"Restaurant,Pizza Place",,,
AVwdJLulIN2L1WUfspb9,4106 E Tremont Ave,10465,40.818721,-73.817239,Bronx,NY,"Pizza Place,Catering,Restaurants",,,
AVwcntBwkufWRAb5xNsG,325 W Main St,40507,38.04895,-84.499832,Lexington,KY,Pizza Place,4.6,Sawyer's Downtown,2
AVwcm4DPkufWRAb5xEDD,208 S Washington Hwy,23005,37.755605,-77.471636,Ashland,VA,Pizza Place,4.4,Pepicelli's Pizza,2
AVzA1stk-gnIPe8DSc3Z,550 Madison Ave,10022,40.761467,-73.973505,New York,NY,"Pizza,Restaurant,Vegetarian,Pizza Place,Kosher",,,
AVwcoyrpIN2L1WUfnOMC,26 5th St NW,30308,33.776749,-84.388042,Atlanta,GA,"Mediterranean Restaurant,Restaurant,Pizza Place,Pizza Place and Mediterranean Restaurant",4.2,Ray's New York Pizza,2
AVzoFevqLD2H7whiXica,4603 State Rd,19026,39.950501,-75.311856,Drexel Hill,PA,"Restaurant,Pizza Place",,,
AVwcxObL_7pvs4fzyxOh,6374 York Rd,21212,39.373004,-76.610682,Baltimore,MD,Pizza Place,4,Fortunato Brothers Pizza,2
AVzoI1XC-gnIPe8DT9XN,974 E Main St,44266,41.157029,-81.22710500000002,Ravenna,OH,"Restaurant,Pizza Place",4.8,Siciliano's Pizzaria,1
AVwcz5nZIN2L1WUfpJf8,851 Main St,18067,40.676956,-75.487083,Northampton,PA,Pizza Place,4.7,Mario's Pizza Shop,1
AVwdHZx2_7pvs4fz2axU,1280 W Alexis Rd,43612,41.721845,-83.573882,Toledo,OH,Pizza Place,4.2,The Original Gino's Pizza,2
AVwc6-9zByjofQCxjpkJ,628 Columbus Ave,10594,41.11407,-73.77096999999998,Thornwood,NY,"Italian Restaurant,Pizza Place",4.3,Silvio's Ristorante & Pizzeria,2
AVwd2mJWByjofQCxtE8q,35977 US Highway 19 N,34684,28.099059000000004,-82.739446,Palm Harbor,FL,"Italian Restaurant,Pizza Place",,,
AVwcv-lE_7pvs4fzyjgD,330 Mayfield Dr,37067,35.95455399999999,-86.80291700000002,Franklin,TN,"Wings Joint,Pizza Place",4.3,Subway,1
AVweTTECIN2L1WUf3u9S,233 Atwood St,15213,40.440402,-79.956595,Pittsburgh,PA,"Restaurant,Pizza Place Central Oakland,Pizza Place",4.1,Sorrento's Pizza,1
AVwc6T02IN2L1WUfqPQl,1318 Bardstown Rd,40204,38.23479,-85.714527,Louisville,KY,"Restaurant,Bar,Pizza Place",,,
AVwdU39w_7pvs4fz4s_G,73131 Country Club Dr,92260,33.757395,-116.388002,Palm Desert,CA,Pizza Place,4.1,Papa Dan's Pizza & Pasta,2
AVwdXRNFByjofQCxoVYw,1725 S Catalina Ave,90277,33.817638,-118.388025,Redondo Beach,CA,"Pizza,Restaurant,Pizza Place South Redondo Beach,Pizza Place",,,
AVwdr0I__7pvs4fz8U8s,10666 Zelzah Ave,91344,34.264234,-118.52307,Granada Hills,CA,"Pizza Place,Pizza Place Granada Hills South",,,
AVwd75-C_7pvs4fz-knu,101 Oak St,97520,42.19762100000001,-122.714487,Ashland,OR,"Brewery,Restaurant,Pizza Place",4.1,Standing Stone Brewing Company,2
AVzBBgtZ3D1zeR_xBExT,921 Washington Ave,33139,25.779851,-80.132911,Miami Beach,FL,"Pizza,Restaurant,Pizza Place",,,
AVwcrQrjkufWRAb5x0Nl,1515 N Pointe Dr,27705,36.027685,-78.915746,Durham,NC,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",3.8,Golden China Restaurant,1
AVwcmVti_7pvs4fzw5A2,1665 Yankee Doodle Rd,55121,44.833982,-93.177622,Saint Paul,MN,Pizza Place,,,
AVweb2cFByjofQCxyK3d,6052 William Flynn Hwy,15007,40.660149,-79.93373000000003,Bakerstown,PA,Pizza Place,,,
AVwdugPW_7pvs4fz8s6A,701 N Highway 78,75098,33.016412,-96.531957,Wylie,TX,"Italian Restaurant,Pizza Place",,,
AVwcw_ed_7pvs4fzyuhZ,2763 NC 55 Hwy,27519,35.78596,-78.87249,Cary,NC,Pizza Place,,,
AVwdDysNByjofQCxlFUN,1356 E Main St,10588,41.327322,-73.83725,Shrub Oak,NY,Pizza Place,,,
AVwc0YsK_7pvs4fzzSvM,148 Main St,90740,33.741276,-118.104753,Seal Beach,CA,"Restaurant,Pizza Place",4.6,Zpizza,1
AVwcvO3NByjofQCxhoZB,23 N Bemiston Ave,63105,38.651052,-90.33693,Saint Louis,MO,"Pizza,Restaurant,Caterers,Delicatessens,Pizza Place,Restaurants",,,
AVwdR7Qw_7pvs4fz4Ner,20129 N Main St,28031,35.483189,-80.859475,Cornelius,NC,Pizza Place,4.3,Maola's Pizzeria & Restaurant,2
AVzA2dZ6FcQ3k02bBYKb,341 Lexington Ave,10016,40.74975300000001,-73.97724000000002,New York,NY,"Pizza,Restaurant,Italian,Pizza Place",4.1,Giuseppe's Pizza,1
AV6hxjzS3-Khe5l_X6Jy,4836 Cooper Rd,45242,39.231333,-84.375957,Cincinnati,OH,"Restaurant,Pizza Place",4.4,LaRosa's Pizza Blue Ash,2
AVwc22qM_7pvs4fzzsLO,2038 S Byrne Rd,43614,41.601237,-83.62574000000002,Toledo,OH,"Pizza,Restaurant,Pizza Place,Restaurants",3.9,Caper's Pizza Bar,2
AVwdyj22_7pvs4fz9SyC,1302 Castle Hill Ave,10462,40.834398,-73.851803,Bronx,NY,Pizza Place,,,
AVweK2_PByjofQCxv4b3,1416 N Moorpark Rd,91360,34.197703999999995,-118.86805,Thousand Oaks,CA,"Pizza,Pizza Place,Restaurants",4.6,Toppers Pizza,2
AVwdCcNNkufWRAb51psq,2548 N Clark St,60614,41.929078,-87.64257099999998,Chicago,IL,"Pizza,Restaurant,Pizza Restaurants,Pizza Place,Pizza Place Park West,Restaurants",,,
AVwdINi6ByjofQCxlyVU,12192 Beach Blvd,32246,30.287178000000004,-81.496577,Jacksonville,FL,"Restaurant,Pizza Place,Restaurants",,,
AVwcxLw8IN2L1WUfor5r,102 N Main St,78108,29.561918,-98.227211,Cibolo,TX,"Italian Restaurant,Pizza Place",4.5,Catalano's Pizzeria,1
AVwdQOBNIN2L1WUft23V,151 Calhoun St,29401,32.785633000000004,-79.936788,Charleston,SC,"Pizza Place Radcliffeborough,Pizza Place",4.5,Sabatinos Authentic New York City Pizza,1
AVwc6HnwIN2L1WUfqNI7,8600 Amber Hill Ct,68526,40.735713,-96.602018,Lincoln,NE,Pizza Place,,,
AVwecSFzkufWRAb5C8xv,2350 Delaware Ave,14216,42.948045,-78.868886,Buffalo,NY,Pizza Place,3,Just Pizza,2
AVwcnkKN_7pvs4fzxHf-,202 W Dickson St,72701,36.066691,-94.161982,Fayetteville,AR,"Pizza,Restaurant,Karaoke,Pizza Place,Restaurants",4.3,U.S. Pizza Co Fayetteville,2
AVwd6VHhIN2L1WUf0TWS,235 W 3rd St,29160,33.745715000000004,-81.086776,Swansea,SC,"Restaurant,Pizza Place",4.2,Paparoni's Pizzeria and Grill,2
AVzA1xP3-gnIPe8DSc73,381 Broadway,10013,40.71812,-74.00304200000002,New York,NY,"Restaurant,Pizza Place",4,Joey Pepperoni’s Pizza,1
AVwcsFPjIN2L1WUfnzPx,3650 US 9W,12528,41.702977,-73.96605,Highland,NY,Pizza Place,,,
AVwdTE7KkufWRAb54bmr,1000 N Green Bay Rd,60085,42.375039,-87.883344,Waukegan,IL,Pizza Place,3.6,Jack's Pizzeria & Burgers,2
AVwdUTUzIN2L1WUfuiPL,585 Oak Ave,28777,35.915846,-82.06355,Spruce Pine,NC,"Pizza,Restaurant,Pizza Place,Restaurants",4.7,The Pizza Shop and Dry County Brewing Company,2
AVwc4zzMkufWRAb50FA7,7403 Kingston Pike,37919,35.92972,-84.03249,Knoxville,TN,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",4.4,West Hills Flats & Taps,2
AVwdmXiR_7pvs4fz7erH,3105 E Henrietta Rd,14467,43.059261,-77.612875,Henrietta,NY,"Restaurant,Pizza Place",4.1,Perri's Pizzeria,1
AV1dv0YV3-Khe5l_Mz-7,1701 E Apple Ave,49442,43.2339,-86.20128299999998,Muskegon,MI,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AVzoFH27LD2H7whiXh_4,12 W State St,18901,40.30982,-75.130833,Doylestown,PA,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",,,
AVwchM6I_7pvs4fzv9gP,2885 78th Ave SE,98040,47.609948,-122.201855,Mercer Island,WA,"Restaurant,Pizza Place and Food Truck,Pizza Place,Food Truck",4.6,Tuscan Stone Pizza,2
AVwc1O2dByjofQCxirRD,5605 Centennial Center Blvd,89149,36.264719,-115.257991,Las Vegas,NV,Pizza Place,,,
AVwdOz8zkufWRAb53sdg,1431 E Williams Field Rd,85295,33.306143,-111.759443,Gilbert,AZ,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",4.4,Barro's Pizza,1
AVwdSzh4_7pvs4fz4W3A,104 W Girard Ave,19123,39.968918,-75.136361,Philadelphia,PA,"Diner and Pizza Place,Diner,Pizza Place,Diner and Pizza Place Northern Liberties - Fishtown",4.3,Paradise Restaurant,2
AVwc9OOckufWRAb50zI7,3210 E Colonial Dr,32803,28.552024,-81.3433,Orlando,FL,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",4.6,Pizzeria Del-Dio Italian Restaurant,1
AVzA03Lh-gnIPe8DSb_U,831 7th Ave,10019,40.763358,-73.98174200000003,New York,NY,"Pizza,Restaurant,Wings,Breakfast & Brunch,Pizza Place",3.7,Famous Original Rays Pizza,1
AVwdeQzMByjofQCxpd0b,6042 SE Division St,97206,45.505268,-122.600757,Portland,OR,Pizza Place,4.3,Pizzicato Pizza,2
AVwclLYykufWRAb5wwV2,111A E State St,14850,42.439447,-76.498509,Ithaca,NY,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",,,
AVzA3XKeFcQ3k02bBYi_,936 2nd Ave,10022,40.754666,-73.968762,New York,NY,"Restaurant,Pizza Place",3.4,Abitino's Pizzeria,2
AVzBFgxG-gnIPe8DSjb9,1424 Westover Ter,27408,36.09164000000001,-79.814653,Greensboro,NC,"Restaurant,Bar,Pizza Place",,,
AVwcuZGWByjofQCxhfJC,691 N High St,43215,39.976548,-83.00346,Columbus,OH,"Restaurant,Pizza Place,Pizzeria,Tempat Pizza",4.2,Fabian's,2
AVwc1AJdByjofQCxio6e,1525 E Olive Way,98122,47.61845,-122.325536,Seattle,WA,"Pizza Place Capitol Hill,Pizza Place",,,
AVwedm9mIN2L1WUf5Jbl,5040 W US Highway 52,46163,39.722914,-85.89633,New Palestine,IN,Pizza Place,,,
AVwdNOUzkufWRAb53bnd,180 S Glendora Ave,91790,34.070553000000004,-117.920997,West Covina,CA,Pizza Place,4.7,Bun Street,2
AVwcpOdFIN2L1WUfnS6K,316 Horsham Rd,19044,40.207147,-75.10383900000002,Horsham,PA,Pizza Place,,,
AVwdbvAU_7pvs4fz52dn,1085 Nerge Rd,60007,41.997467,-88.03121,Elk Grove Village,IL,Pizza Place,,,
AV1b9yq4FcQ3k02bF9x_,7929 Heritage Village Plz,20155,38.803957,-77.60264699999998,Gainesville,VA,"Restaurant,Pizza Place,Restaurants",,,
AVwdeVux_7pvs4fz6Qas,530 N Progress Ave,17109,40.29822,-76.846435,Harrisburg,PA,"Restaurant,Pizza Place",4.3,Tonino's Pizza & Grille,1
AVwczJeSByjofQCxiUB8,139 S Clayton St,30046,33.94905,-83.987821,Lawrenceville,GA,"Pizza,Restaurant,Pizza Place,Restaurants",4.4,Wings & Philly,1
AVwdM75VkufWRAb53YZM,1845 Grayson Hwy,30017,33.899322999999995,-83.96281,Grayson,GA,Pizza Place,,,
AVzA-oKj-gnIPe8DSf38,1948 E Lincoln Hwy,19320,39.989037,-75.786679,Coatesville,PA,"Pizza,Restaurant,Pizza Place,Restaurants",,,
AVweOw4KkufWRAb5BIVF,211 N Tamiami Trl,34236,27.338197,-82.546968,Sarasota,FL,"Italian Restaurant,Pizza Place",,,
AVwc9MLeIN2L1WUfqt-Z,5428 New Hope Commons Dr,27707,35.95579199999999,-78.99608,Durham,NC,Pizza Place,,,
AVwdlQjQByjofQCxqh6T,800 N Dixie Fwy,32168,29.03618,-80.93236,New Smyrna Beach,FL,Pizza Place,4.5,The Original Stavro's Pizza,1
AVwdhnA1ByjofQCxp-Js,6699 Frontier Dr,22150,38.771974,-77.171196,Springfield,VA,"Restaurant,Pizza Place",3.7,Z Pizza,1
AV4rBnBz3-Khe5l_R6YL,500 S Memorial Dr,47362,39.928051,-85.38119300000002,New Castle,IN,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",4.2,Pizza King,2
AVwdVui4IN2L1WUfuxbD,42 S Antrim Way,17225,39.790384,-77.73197900000002,Greencastle,PA,Pizza Place,4.3,Tony's New York Pizza,2
AVwds7PI_7pvs4fz8erK,8639 Regency Park Blvd,34668,28.282668,-82.697508,Port Richey,FL,Pizza Place,4.5,Mamma Mia Pizzeria,1
AVwcgcOe_7pvs4fzv0lx,80 Route 6,10505,41.344698,-73.75576,Baldwin Place,NY,Pizza Place,,,
AVzA2WaP3D1zeR_xBAna,2551 Amsterdam Ave,10033,40.85149000000001,-73.928312,New York,NY,"Pizza,Restaurant,Kosher,Pizza Place,Restaurants",3.9,Grandma's Pizza,1
AVwcfjbZkufWRAb5vvqY,2776 Sheridan Dr,14150,42.981087,-78.83086800000002,Tonawanda,NY,Pizza Place,,,
AVwdG8MTIN2L1WUfsSwH,61380 29 Palms Hwy,92252,34.135474,-116.324252,Joshua Tree,CA,"Restaurant,Pizza Place",,,
AVwcwSprIN2L1WUfohmb,159 Higbie Ln,11795,40.70554,-73.306412,West Islip,NY,Pizza Place,,,
AVwdlzVI_7pvs4fz7Y21,3131 Eastern Ave,21224,39.286423,-76.57185799999998,Baltimore,MD,"Restaurant,Pizza Place",4.7,Matthew's Pizzeria,2
AVzA1pry3D1zeR_xBAEO,83 Saint Marks Pl,10003,40.727691,-73.98530500000003,New York,NY,"Pizza,Restaurant,Italian,Pizza Place",,,
AVwdOtgdByjofQCxm4jb,4 Water St,11201,40.703299,-73.994029,Brooklyn,NY,"Restaurant,Pizza Place DUMBO,Pizza Place",4,Ignazio's,2
AVweDUcW_7pvs4fz_ncM,2115 Queen Anne Ave N,98109,47.637695,-122.35707,Seattle,WA,Pizza Place,4.2,Elliott Bay Pizza Co. & Flame Burger,1
AVzBEzoMLD2H7whiWL7R,678 W Chestnut St,17603,40.0395,-76.3208,Lancaster,PA,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",4.5,Antonio's Pizza House,1
AVwdGEOeIN2L1WUfsJ-K,1313 W 3rd St,69301,42.0968,-102.89,Alliance,NE,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",4.1,Sam & Louie's Italian Restaurant NY Pizza,2
AVweeqmt_7pvs4fzDXxs,18219 Dixie Hwy,60430,41.558199,-87.66528199999998,Homewood,IL,Pizza Place,4.1,Mama and Me Pizzeria,2
AVyis-k_YuCoGd6wM3YQ,3067 Roosevelt St,92008,33.159453000000006,-117.347199,Carlsbad,CA,"Restaurant,Pizza Place",,,
AVzoFKCR3D1zeR_xCY3-,274 N Keswick Ave,19038,40.105793,-75.14688199999998,Glenside,PA,"Restaurant,Pizza Place",,,
AVwdlG0DByjofQCxqgZO,1928 Pulaski Hwy,21040,39.435362,-76.316397,Edgewood,MD,Pizza Place,,,
AVwcyY6PByjofQCxiLg2,2520 George Washington Memorial Hwy,23072,37.278513,-76.502286,Hayes,VA,"Pizza,Italian Restaurant,Pizza Place,Restaurants",4.4,Sals Sicilian Pizza & Restaurant,1
AVzBCUQy-gnIPe8DSiI5,2921 James St,13206,43.06925,-76.10577099999998,Syracuse,NY,"Pizza,Restaurant,Pizza Place,Restaurants",4,Dunkin',1
AVwcxjlDkufWRAb5y4mF,7600 W Capitol Dr,53222,43.090434,-88.00892900000002,Milwaukee,WI,"Restaurant,Pizza Place",3.7,Rocky Rococo Pizza and Pasta,1
AVwcpRgQ_7pvs4fzxaHT,10720 W Indian School Rd,85037,33.495299,-112.290831,Phoenix,AZ,"Restaurant,Pizza Place",,,
AVwcwG8PIN2L1WUfofeK,2440 S Melrose Dr,92081,33.141834,-117.24262,Vista,CA,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",4.5,Subway,1
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,98109,47.63292,-122.3566,Seattle,WA,"Pizza Place East Queen Anne,Pizza Place,Restaurants",,,
AVwckmenkufWRAb5wp_e,106 S Sharon Amity Rd,28211,35.176051,-80.799612,Charlotte,NC,"Restaurant,Pizza Place",4.2,Bruegger's Bagels,1
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,91364,34.164745,-118.626702,Woodland Hills,CA,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",4.6,Topanga Pizza,2
AVwdNqoe_7pvs4fz3d6I,11329 W 143rd St,60467,41.629352,-87.896028,Orland Park,IL,"Pizza,Restaurant,Pizza Place,Restaurants",4.3,Beggars Pizza,2
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,11222,40.723899,-73.95053,Brooklyn,NY,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",3.9,Pizza Prince,1
AVwc9tEq_7pvs4fz00we,3414 Camino Tassajara,94506,37.798517,-121.919752,Danville,CA,Pizza Place,4.2,Ascona Pizza Company,2
